gender,account_type,transaction_type,device,receiver_acc_type,device_os,name,cpf,birth_date,adress_pcode,phone_number,acc_creation_date,agency,account,credit_score,sender_id,device_id,device_model,transaction_amount,transaction_id,transaction_city,transaction_time,receiver_id,receiver_bank,receiver_agency,receiver_account
f,corrente,pix,desktop,salario,penguin,Joao Felipe Goncalves,504.872.196-94,1940-05-08,52676175,+55 81 8658-0788,2023-11-09,7625,553412,484.0,sid33UR,dv80Iw,md85Ew,38477.89,5209,Montenegro,2024-08-26 12:13:19,rid07kr,bk10,816,938335
f,corrente,boleto,cellphone,corrente,cheeseos,Vitor Gabriel da Paz,650.742.891-49,2003-07-20,62506401,(011) 4885 2896,2024-11-28,187,99792,397.0,sid95Bt,dv81IM,md85PS,11502.18,5210,da Costa da Praia,2025-03-09 09:57:41,rid28ir,bk11,6124,218324
f,corrente,pix,cellphone,corrente,bluescreen,Maria Flor Monteiro,673.054.982-38,1965-09-13,83131-783,+55 81 5054 1242,2025-07-09,4924,172026,765.0,sid27Hv,dv07qC,md12kr,13427.39,5211,Rocha Paulista,2025-09-05 17:01:42,rid23hQ,bk74,6494,790433
m,corrente,pix,cellphone,salario,bot,Luiz Gustavo Moura,241.875.360-35,1973-06-07,14210631,+55 84 0837 1346,2025-08-10,5926,248927,478.0,sid49tQ,dv22VD,md48VL,16682.18,5212,Cavalcante de Goias,2025-11-15 20:30:09,rid68CB,bk06,5854,75779
m,pagamento,boleto,desktop,corrente,bot,Aurora Peixoto,748.650.219-49,2000-04-11,17496-327,+55 (051) 5086-3859,2022-09-23,7772,205587,463.0,sid44zr,dv83EN,md61LG,5006.62,5213,Vieira do Amparo,2023-03-02 15:10:31,rid93nk,bk00,9601,481747
m,pagamento,pix,cellphone,salario,penguin,Vitor Hugo Fogaca,375.612.984-55,1936-03-31,37457-450,+55 61 3483 7720,2021-02-18,74,836142,313.0,sid89Cg,dv43Rr,md09nX,28293.96,5214,Rocha do Amparo,2021-02-22 18:31:51,rid53PV,bk52,5064,264445
f,corrente,ted,desktop,poupanca,bot,Lorena Gomes,726.140.895-67,1979-11-23,08094518,+55 61 8718-6782,2021-08-15,7249,686043,535.0,sid78MC,dv15zB,md71rY,45779.84,5215,Abreu,2025-11-12 06:04:26,rid62QV,bk94,4703,6468
m,corrente,boleto,cellphone,poupanca,penguin,Renan da Cunha,916.348.052-24,1990-08-19,89262-051,84 1344 7044,2023-02-18,5908,505807,391.0,sid21Ii,dv48EJ,md72fz,35374.5,5216,Casa Grande,2025-09-05 16:48:13,rid03cc,bk38,8602,314
f,corrente,pix,cellphone,poupanca,bluescreen,Catarina Macedo,021.473.965-16,1969-03-12,05433031,(041) 9867-1876,2025-10-23,6325,537066,680.0,sid77El,dv69PE,md74iv,14681.76,5217,Gomes de da Rocha,2025-10-28 02:38:41,rid28tX,bk34,3130,285290
m,corrente,pix,desktop,poupanca,bot,Eloah Martins,827.930.146-13,1986-02-07,83353-875,+55 (011) 0522-7568,2021-01-06,5462,58639,483.0,sid70EO,dv09Kw,md93iC,9445.14,5218,Gomes do Campo,2024-12-15 13:36:58,rid47pA,bk05,2222,439206
m,poupanca,pix,cellphone,corrente,bot,Sabrina Mendonca,750.268.391-77,1968-07-08,88697354,+55 81 8513-7964,2025-05-01,3391,620963,334.0,sid79be,dv58dn,md88CQ,23778.51,5219,Vasconcelos,2025-05-29 14:52:52,rid43fd,bk54,4813,694170
m,pagamento,pix,cellphone,pagamento,bot,Pedro Lucas Monteiro,618.324.507-08,1956-02-08,83361813,51 7106 5249,2025-11-18,7329,35780,700.0,sid77Iy,dv88xP,md51At,45486.6,5220,da Luz,2025-11-21 04:34:49,rid60Xv,bk86,1528,155925
f,salario,boleto,cellphone,poupanca,bot,Rafaela Gomes,049.836.125-05,1947-12-28,85047-259,+55 (031) 6311 8242,2024-04-18,2718,259920,355.0,sid00rH,dv64vS,md12FF,40523.46,5221,Goncalves,2025-01-14 17:22:33,rid44yO,bk84,1547,846742
f,salario,pix,desktop,pagamento,bluescreen,Joao Guilherme Pimenta,982.054.713-04,1998-08-20,37793-781,0500 474 5282,2025-07-29,9681,536272,385.0,sid21Sc,dv18zl,md79BC,41189.78,5222,Carvalho de Jesus,2025-09-20 14:03:39,rid67hJ,bk46,3821,741061
f,poupanca,boleto,cellphone,salario,cheeseos,Marcelo Nunes,381.706.429-22,1976-02-29,46034-764,+55 71 5784 8919,2023-11-04,9927,898400,842.0,sid78sN,dv31eT,md78rx,25144.66,5223,Azevedo,2025-05-21 13:58:07,rid81fs,bk51,7546,680310
m,poupanca,pix,cellphone,salario,bot,Anna Liz Peixoto,261.734.908-03,1997-11-16,15216-768,+55 (084) 3003-3924,2024-11-17,9645,544580,691.0,sid18UR,dv25sa,md74xA,20315.61,5224,Cavalcante,2025-03-14 03:55:31,rid72cZ,bk89,1779,692881
f,salario,pix,cellphone,corrente,penguin,Helena Rios,471.936.285-00,1995-01-18,34413714,+55 81 8865 4430,2023-12-20,4381,696519,399.0,sid62Nj,dv24Si,md25Pv,17224.19,5225,Silva,2025-10-16 23:40:53,rid31xg,bk04,7019,314052
f,pagamento,pix,cellphone,poupanca,myos,Maria Julia Vargas,718.063.495-66,1976-08-20,10892069,51 8793 5167,2022-10-16,4065,911206,821.0,sid50qH,dv60go,md02RJ,4779.89,5226,Sampaio,2023-02-04 08:58:59,rid71oA,bk45,389,87547
f,pagamento,pix,cellphone,corrente,bot,Levi Porto,780.946.125-76,1984-02-20,10219370,+55 51 8288 7764,2022-09-23,5384,437846,793.0,sid56uD,dv82LP,md53DD,2254.1,5227,Sales de Novaes,2025-01-25 20:02:48,rid60gD,bk81,5932,748442
f,salario,pix,cellphone,poupanca,myos,Manuella Nunes,678.452.931-64,1995-08-22,09388495,(061) 3938 1424,2021-08-21,2815,907956,819.0,sid76yS,dv52yI,md15QT,28506.22,5228,Mendonca da Mata,2023-12-26 16:27:22,rid08sT,bk96,2872,616947
f,corrente,pix,cellphone,pagamento,bot,Theo Guerra,513.740.968-57,1959-11-13,73218-501,+55 (041) 6858-3440,2020-12-09,2363,517692,622.0,sid57Xp,dv26FZ,md54hj,46917.46,5229,Mendes,2022-03-21 09:26:03,rid28aK,bk98,787,917097
f,poupanca,pix,cellphone,poupanca,bluescreen,Leandro Nunes,671.285.304-44,1952-06-16,05093-827,+55 (081) 0650-4521,2025-09-19,5367,836819,648.0,sid24Dp,dv16Lo,md06bi,15415.7,5230,Gomes,2025-10-11 17:13:24,rid98zd,bk92,8321,156464
f,corrente,pix,cellphone,poupanca,myos,Rael Ramos,207.415.938-23,1984-02-19,09065-989,0900-159-0858,2024-06-14,5385,552827,748.0,sid81GA,dv11Mt,md85ol,37969.9,5231,Nascimento da Prata,2025-02-23 03:47:28,rid40aj,bk12,3101,550954
f,salario,pix,cellphone,salario,bot,Luan Jesus,187.659.304-01,1958-06-29,82460-128,0800-039-5444,2021-11-01,648,881962,410.0,sid91ds,dv26BJ,md05Fw,31594.26,5232,Cavalcante da Serra,2022-06-21 09:03:04,rid41XA,bk48,7435,495720
f,pagamento,pix,cellphone,salario,myos,Caio da Rocha,384.172.605-44,1958-11-12,84186-430,21 7625 4403,2024-07-07,122,731645,430.0,sid79Pe,dv57Fj,md91Jo,573.35,5233,Costa,2024-10-22 01:30:35,rid99aG,bk18,4862,749341
f,pagamento,pix,cellphone,pagamento,bot,Pietro Monteiro,748.903.625-92,1999-08-26,89336-764,+55 (041) 0408 8034,2023-05-16,5120,142560,847.0,sid15LY,dv15hL,md78Fj,28822.02,5234,Barros,2024-01-28 08:47:21,rid67Hz,bk19,5032,780314
f,corrente,pix,cellphone,pagamento,bot,Alice Leao,135.247.869-28,1945-04-27,13496414,+55 71 8495 0133,2023-05-03,6001,665204,356.0,sid03vy,dv99pj,md43Cv,16806.3,5235,Cassiano,2023-06-07 23:02:57,rid80Tp,bk48,205,964854
m,corrente,boleto,cellphone,pagamento,cheeseos,Davi Luiz Ribeiro,097.846.512-11,1952-06-29,07146221,51 5745 4113,2025-07-29,2176,971065,544.0,sid64Rw,dv40dg,md65zC,18895.59,5236,Lopes,2025-11-03 21:39:40,rid67Sp,bk29,8158,804954
m,poupanca,pix,cellphone,poupanca,myos,Larissa Casa Grande,374.801.529-14,1944-12-21,24958-481,11 7979 8351,2025-03-30,2548,291319,845.0,sid57Px,dv80LN,md58Ym,6912.95,5237,Correia de Cardoso,2025-06-05 05:23:29,rid00fZ,bk30,7243,924024
m,corrente,boleto,cellphone,salario,cheeseos,Hadassa Vargas,076.934.812-22,1977-04-21,71669-311,+55 11 6284 4376,2024-08-24,3764,899252,703.0,sid13Eh,dv36IC,md04AA,10201.0,5238,Duarte da Prata,2024-11-21 12:01:04,rid36UA,bk07,8963,394002
f,corrente,pix,cellphone,salario,myos,Murilo Ribeiro,651.790.428-01,1942-07-12,63307498,(084) 8836-2560,2024-07-11,3237,479776,364.0,sid28Nl,dv54EF,md11Ud,13396.73,5239,da Cruz,2024-10-22 08:39:35,rid51rX,bk00,6217,890818
f,pagamento,pix,cellphone,corrente,bot,Isaac Gomes,534.802.976-92,1971-05-20,64697217,(051) 6710-7192,2022-11-13,4145,479117,468.0,sid98aE,dv79Fa,md67fX,12910.31,5240,Guerra do Norte,2023-12-18 00:54:23,rid10re,bk59,2176,809065
m,corrente,pix,desktop,poupanca,bot,Brayan Carvalho,372.865.190-77,1958-06-20,10797-075,(071) 6232 5056,2022-06-14,6488,583288,404.0,sid15Ch,dv25AH,md67Kv,25032.45,5241,Abreu,2025-08-01 18:03:47,rid93JX,bk64,8022,896874
m,poupanca,pix,cellphone,corrente,bot,Anna Liz Oliveira,752.081.439-41,1978-05-30,63559-589,+55 (081) 8119-0000,2022-10-07,1495,822911,580.0,sid79vd,dv52SM,md01Ja,1253.78,5242,Pinto da Praia,2023-06-01 15:46:34,rid27RZ,bk27,2665,706408
f,salario,pix,cellphone,salario,myos,Maria Flor Goncalves,637.019.824-22,1999-10-29,02014487,11 1749-8520,2022-01-20,5214,416949,390.0,sid93lO,dv55uj,md07cl,13725.58,5243,Guerra de Fogaca,2024-11-01 02:22:06,rid04UW,bk33,3257,488145
f,corrente,boleto,cellphone,salario,bot,Vitor Gabriel Pacheco,940.275.168-85,1970-04-03,19096-458,+55 (031) 7436 5939,2021-10-08,5816,531930,461.0,sid71Hj,dv41Kr,md52yi,20284.54,5244,Fernandes,2024-05-19 08:47:06,rid81AN,bk91,2800,872310
f,poupanca,pix,cellphone,pagamento,penguin,Bernardo Rocha,724.863.519-73,1951-02-27,25739310,+55 31 3792-0723,2022-03-02,9218,188057,726.0,sid58CZ,dv46GO,md53CY,35039.52,5245,Silva Grande,2023-10-28 20:15:04,rid40SA,bk82,9224,92249
m,poupanca,boleto,desktop,corrente,myos,Sabrina Campos,514.807.632-17,1993-09-01,78292233,(031) 4990 7218,2021-09-14,4081,413347,466.0,sid98XP,dv37Pv,md44aG,36644.41,5246,Goncalves,2023-09-25 22:00:38,rid99pi,bk49,6177,534766
f,corrente,boleto,cellphone,pagamento,bot,Juan Goncalves,234.087.619-22,1991-08-07,54559853,(081) 7518 2913,2022-08-04,2633,117451,411.0,sid55mS,dv43Lj,md57Uh,25679.87,5247,Correia Paulista,2024-11-01 08:21:58,rid47zT,bk66,6896,29899
m,corrente,pix,desktop,salario,bot,Maria Flor Duarte,654.182.739-73,1981-02-11,09912-302,+55 11 1131 9019,2022-10-02,8406,602377,384.0,sid52Qm,dv81eg,md56Lk,25876.66,5248,Aparecida de Minas,2025-09-17 17:09:36,rid20uS,bk16,8332,150706
f,poupanca,pix,cellphone,corrente,bot,Nicole Pires,795.083.642-38,1970-11-03,48342-967,+55 11 5088-5854,2021-11-25,9399,502757,781.0,sid47li,dv60lc,md36yK,44083.56,5249,Cassiano da Prata,2025-03-19 05:12:43,rid25zG,bk25,1909,117063
m,salario,pix,cellphone,salario,myos,Liam Leao,437.685.902-83,1956-02-18,64452293,+55 (041) 2435-2200,2023-11-07,7582,756828,392.0,sid51An,dv63GL,md85Vu,44697.6,5250,da Rocha de Rocha,2023-12-25 09:45:13,rid80DH,bk80,518,593387
f,corrente,pix,cellphone,salario,bluescreen,Joao Guilherme Alves,829.106.547-02,1992-09-06,16655-774,(021) 7939-5907,2023-01-16,5259,602236,827.0,sid14yU,dv62PX,md50IE,814.01,5251,da Mota,2023-05-20 15:31:34,rid91Kc,bk30,2105,139754
m,salario,pix,desktop,corrente,bot,Maria Alice Carvalho,280.153.976-77,1993-08-29,92581-789,(061) 4812 3666,2025-03-22,7929,430136,532.0,sid11JT,dv20BT,md14dh,31576.35,5252,Aparecida,2025-06-29 15:59:32,rid88LZ,bk81,2226,56982
f,pagamento,ted,desktop,salario,myos,Luiz Gustavo Pacheco,679.512.830-02,1997-05-09,26792552,+55 41 1609 5288,2024-02-21,5515,396331,413.0,sid18Re,dv57bb,md09bc,47567.45,5253,Moraes,2024-08-27 06:33:45,rid24iS,bk58,8756,279303
m,salario,pix,cellphone,corrente,bot,Andre Sa,014.679.235-16,1991-12-05,13184538,(081) 2086 9309,2025-05-19,7223,325602,468.0,sid81cc,dv75wT,md93RY,6909.33,5254,Cirino de Minas,2025-06-09 20:00:03,rid67gp,bk96,6907,359155
f,poupanca,pix,desktop,corrente,bot,Mariah Pinto,169.328.047-78,1991-11-06,39105174,(084) 8754-5214,2025-10-10,2651,991990,717.0,sid75NF,dv62KG,md53AW,29205.38,5255,Araujo,2025-11-05 00:00:13,rid39Aj,bk74,8006,861637
f,pagamento,pix,cellphone,poupanca,myos,Eduarda Camara,126.905.387-68,1993-05-22,08876708,84 4044 6615,2021-12-06,179,752055,817.0,sid85kj,dv14Qf,md67NB,15054.81,5256,Garcia de Pastor,2023-04-29 02:07:31,rid71Gq,bk54,6499,857339
f,corrente,pix,cellphone,salario,bot,Fernando Moreira,952.687.043-38,1990-09-22,59783136,71 0792-5961,2025-06-01,8755,136462,520.0,sid59BJ,dv29ar,md90Cp,7335.34,5257,Siqueira,2025-08-24 20:18:51,rid56hx,bk80,318,966507
f,pagamento,pix,cellphone,poupanca,bluescreen,Felipe Andrade,618.597.304-93,1957-10-23,63757-825,+55 (031) 1534 4438,2021-07-19,7896,530851,344.0,sid18EA,dv23XY,md32Be,12998.17,5258,Peixoto de Minas,2022-12-14 11:11:27,rid21nP,bk63,474,518821
f,pagamento,boleto,cellphone,corrente,myos,Aylla Pinto,743.218.965-09,1992-10-17,96748156,0900 131 8820,2020-12-18,8117,904884,799.0,sid69wz,dv96Mq,md06bu,45919.35,5259,Moreira,2025-09-06 15:12:49,rid29wc,bk59,7918,574362
m,poupanca,boleto,cellphone,poupanca,bluescreen,Lorenzo Barros,047.396.218-78,1999-03-11,89975176,+55 (071) 7259-1253,2022-06-15,3462,371737,549.0,sid64dh,dv81eh,md03fS,1592.14,5260,Araujo,2024-04-11 09:41:56,rid79kG,bk96,816,506417
f,pagamento,boleto,cellphone,corrente,bot,Liz da Paz,570.813.946-39,1940-08-13,72509551,+55 (071) 4261 4962,2022-10-04,3682,704752,422.0,sid09Ya,dv63uq,md88Kp,36710.93,5261,Rocha,2023-09-01 04:12:17,rid23pk,bk29,3189,381802
f,salario,pix,cellphone,pagamento,bot,Pedro Lucas Vargas,341.765.089-57,1980-07-03,33735558,+55 51 2869 1913,2021-06-17,4428,284582,823.0,sid84HU,dv63OM,md83bl,24375.58,5262,Ramos,2024-08-08 13:47:43,rid39eh,bk86,4389,630957
f,corrente,boleto,cellphone,corrente,bot,Vinicius da Costa,971.265.043-06,1985-04-05,01402-571,+55 31 0390-0594,2021-04-22,4695,22350,825.0,sid74iH,dv46Ir,md45fx,36359.66,5263,Camara do Oeste,2024-06-26 06:22:05,rid81ZS,bk32,1590,408772
m,salario,boleto,cellphone,pagamento,bluescreen,Ian Alves,503.761.249-70,1988-01-08,15073337,+55 (021) 5032-9708,2024-12-29,7527,84182,624.0,sid23Fz,dv76Ii,md53dX,1863.71,5264,Garcia do Norte,2025-03-16 23:41:13,rid74YK,bk18,4416,487149
m,salario,boleto,cellphone,pagamento,cheeseos,Isaac Pinto,017.652.948-94,1985-05-01,36897-604,+55 41 6687 6548,2024-11-17,6058,647605,702.0,sid87hW,dv20wL,md53Mr,33952.21,5265,Sales,2025-01-14 23:56:40,rid20cO,bk92,9312,550020
f,corrente,pix,desktop,salario,bot,Jose da Costa,208.369.475-92,1946-10-27,76967-230,61 1907-5183,2021-08-19,724,670233,796.0,sid58ye,dv89Hq,md16Np,23070.85,5266,Peixoto de Goias,2023-06-29 22:57:13,rid18MZ,bk23,5848,542284
m,poupanca,pix,desktop,corrente,myos,Maria Vitoria Moraes,236.904.185-42,1995-11-04,31915-631,+55 (021) 0479 5028,2022-12-22,6965,677545,715.0,sid66Kh,dv01Xt,md63fd,16386.15,5267,da Rosa,2024-09-10 09:47:33,rid63Nk,bk95,1018,339783
m,salario,pix,cellphone,poupanca,bot,Vitoria da Cruz,973.081.546-10,1934-11-25,05011419,61 6223-8925,2025-06-18,3339,601234,818.0,sid11HQ,dv08uQ,md93kf,3182.09,5268,Almeida de da Rocha,2025-09-13 18:25:20,rid19is,bk42,8299,985907
m,corrente,pix,cellphone,salario,bot,Vitoria da Conceicao,620.853.174-80,1953-10-17,08847573,+55 (051) 8501-6820,2024-11-04,1565,444771,789.0,sid57qR,dv56LV,md72hq,22664.85,5269,Pacheco de Campos,2025-08-18 17:14:34,rid75bD,bk48,8117,383514
m,poupanca,boleto,cellphone,poupanca,bot,Sara Novaes,603.978.421-04,1983-02-16,83331740,+55 (071) 2943 1345,2024-11-13,4402,478327,822.0,sid01jD,dv27Az,md88QP,35049.61,5270,Garcia de Machado,2025-11-12 21:27:48,rid37np,bk74,7797,484538
m,salario,ted,desktop,corrente,bot,Davi Lucas Borges,364.902.851-42,1935-12-12,73372-476,+55 51 5270 6562,2024-10-09,1971,151985,841.0,sid88sZ,dv07Ju,md84WC,28780.31,5271,Pastor,2025-02-10 06:13:32,rid89De,bk25,853,869825
f,salario,ted,cellphone,pagamento,bot,Pedro Miguel Aragao,941.678.025-11,1981-07-16,19455-382,+55 84 6355 7544,2025-03-21,6644,201261,564.0,sid11uv,dv17rk,md02Ij,48680.06,5272,Fernandes,2025-09-19 03:44:42,rid57pe,bk13,1461,152957
f,corrente,pix,cellphone,pagamento,bot,Ana Livia Correia,978.416.502-30,1957-10-16,68800-594,+55 (051) 3363-7152,2024-02-14,4483,180205,426.0,sid24CF,dv18UO,md58TI,47159.76,5273,Cardoso das Pedras,2025-05-07 18:26:27,rid16KM,bk70,5683,458614
f,corrente,ted,cellphone,poupanca,cheeseos,Gustavo Henrique Rocha,761.384.905-84,1972-05-07,95519480,(011) 9904 0907,2024-08-17,6679,376138,812.0,sid26kd,dv07tI,md06fd,28559.85,5274,Rezende,2025-02-21 20:19:40,rid30Nn,bk98,5731,826418
f,poupanca,boleto,cellphone,corrente,myos,Juan da Luz,793.256.840-47,2004-11-26,56533-708,(084) 4496 5534,2022-06-05,7297,207759,724.0,sid76pd,dv27ki,md25ch,27055.79,5275,Rios,2023-08-23 04:51:44,rid02NY,bk41,61,124502
f,pagamento,pix,desktop,salario,cheeseos,Pedro Henrique Carvalho,745.069.123-06,1986-02-15,15455171,+55 84 9781 0000,2025-02-28,5024,131874,565.0,sid07ED,dv95zF,md21jU,1949.7,5276,Vasconcelos de Cavalcanti,2025-06-01 19:07:20,rid88mk,bk34,7373,728390
m,corrente,pix,cellphone,poupanca,myos,Bella Rodrigues,350.821.749-32,1962-06-24,00567-149,0500 784 0149,2024-11-01,3861,335238,352.0,sid69HV,dv79RZ,md88MW,1949.68,5277,da Mata,2025-06-04 18:04:24,rid49FC,bk63,691,518597
m,poupanca,pix,cellphone,corrente,bot,Isabella Macedo,547.286.309-00,1948-09-16,84451-935,21 7477-4723,2021-09-08,1819,426022,335.0,sid38Mp,dv29Lo,md51Cm,19375.32,5278,Gomes da Serra,2021-10-27 13:58:19,rid75PI,bk90,9965,2415
f,corrente,pix,cellphone,poupanca,myos,Aurora Cassiano,162.309.854-89,1953-12-20,11963-359,+55 (011) 9144 1465,2021-02-08,2510,148629,712.0,sid42vt,dv36Qt,md81yX,42336.77,5279,Montenegro da Praia,2021-08-23 07:47:05,rid02fd,bk40,5495,73109
m,corrente,pix,cellphone,corrente,bot,Maria Isis Borges,657.123.809-86,1965-03-15,24629-099,21 1232-0765,2022-05-01,5012,507312,392.0,sid48AN,dv87AU,md94rx,38910.03,5280,Albuquerque Verde,2022-10-17 13:28:56,rid46aL,bk48,5122,952012
f,corrente,pix,cellphone,pagamento,penguin,Henrique Lopes,218.543.760-71,1946-07-14,92045-728,(051) 1238 2514,2025-09-18,6520,252765,486.0,sid22ic,dv07pk,md62wJ,15071.23,5281,Moura,2025-10-09 00:00:20,rid62en,bk41,987,672117
f,pagamento,pix,cellphone,salario,penguin,Joao Vitor Viana,742.965.081-30,1996-01-03,52031-380,71 1143 0732,2025-05-11,2904,384082,757.0,sid92xp,dv33JK,md62qY,7911.59,5282,Cunha,2025-07-03 21:13:24,rid13Vz,bk21,6020,830382
m,corrente,pix,desktop,corrente,myos,Antonio Novaes,394.786.215-64,2002-02-04,75112-048,0800-409-4173,2022-07-31,4616,917527,776.0,sid83fL,dv32Pd,md56Tw,35053.14,5283,Vargas,2023-07-03 21:05:34,rid43rZ,bk70,6583,471315
m,poupanca,pix,cellphone,corrente,myos,Maria Alice Aragao,409.172.638-04,1938-09-09,75557-375,0300-623-2335,2023-11-07,4335,280163,737.0,sid92Yv,dv72JT,md11MA,21958.57,5284,Azevedo do Sul,2023-12-09 22:04:25,rid06ba,bk62,3033,48413
m,pagamento,pix,cellphone,corrente,bot,Maria Laura Carvalho,251.860.743-90,1966-09-20,00212-641,41 3688 5182,2024-04-19,1070,170041,824.0,sid07bY,dv07OG,md83Qm,45927.01,5285,Nunes Alegre,2025-04-29 21:29:23,rid01hx,bk29,2899,925047
f,poupanca,pix,cellphone,corrente,penguin,Bianca Abreu,075.182.943-97,1941-02-04,80117-666,+55 61 7254 1633,2023-05-06,1973,424745,656.0,sid45Re,dv52LK,md82hK,47721.74,5286,Barbosa de Carvalho,2024-05-01 10:29:13,rid17cc,bk55,1643,257644
m,corrente,ted,cellphone,salario,bot,Marina Casa Grande,730.142.586-44,1974-08-02,14150009,+55 (021) 9295 6474,2025-11-04,3178,33453,611.0,sid37cO,dv95eh,md24oI,38164.11,5287,Vasconcelos da Serra,2025-11-14 07:12:29,rid01Qg,bk99,5675,403748
m,corrente,boleto,cellphone,corrente,cheeseos,Melina Moreira,836.721.450-17,1965-04-09,71899759,(061) 2991-2547,2025-04-14,3134,195665,800.0,sid34Ce,dv99Gw,md32QP,4269.56,5288,Nogueira,2025-09-12 17:09:55,rid35gg,bk51,6183,58616
m,salario,pix,cellphone,salario,myos,Heitor Santos,865.213.970-95,1947-03-06,27487515,+55 61 3949 6507,2024-05-05,1362,448511,839.0,sid35VH,dv91eH,md72ao,36622.4,5289,Oliveira de Barros,2024-05-07 18:46:41,rid73Yr,bk87,6609,472628
f,corrente,pix,cellphone,pagamento,bot,Eloah Guerra,120.835.479-50,1960-10-07,23992559,0300 083 4537,2024-12-11,6920,323432,331.0,sid28iv,dv89BH,md53Fi,25760.35,5290,Fernandes de Moraes,2025-08-12 03:59:57,rid76PU,bk78,2987,321381
f,salario,boleto,desktop,poupanca,penguin,Sophie Guerra,950.682.371-59,1982-07-07,32921-215,(011) 7233-4891,2025-02-10,6688,463416,663.0,sid13mf,dv26XH,md37rA,17500.77,5291,da Rocha,2025-03-18 05:07:07,rid73dY,bk95,4282,618442
f,salario,pix,desktop,poupanca,myos,Lavinia Mendonca,043.197.286-96,1950-07-09,41058-446,+55 84 8807-9682,2024-03-26,6342,962879,460.0,sid26Co,dv65Ff,md14xa,39853.1,5292,Vargas Verde,2025-10-10 16:36:41,rid38Aq,bk38,2508,424664
f,corrente,pix,cellphone,corrente,bot,Hellena da Mota,983.542.067-00,1941-06-30,73265-244,+55 11 7276-4983,2024-01-09,1970,516467,547.0,sid60lQ,dv06cw,md59vB,38535.47,5293,Fernandes,2024-12-23 05:05:53,rid23mK,bk28,463,309052
m,poupanca,pix,cellphone,pagamento,cheeseos,Hellena Nogueira,472.368.051-90,1955-11-09,18934-743,0800-913-3919,2024-10-01,5071,714465,391.0,sid07zG,dv85ty,md30Sr,22632.19,5294,Rezende de Goias,2025-08-03 08:03:13,rid94Et,bk46,8292,654966
m,corrente,pix,cellphone,corrente,penguin,Benjamim Barros,417.652.903-25,1952-10-04,10294-263,+55 11 9974 3103,2023-11-22,7011,58866,571.0,sid80NJ,dv24gF,md24wX,42977.61,5295,Fonseca,2024-11-06 00:22:16,rid52RH,bk02,6089,538770
f,salario,pix,cellphone,corrente,myos,Ana Julia Garcia,563.189.420-33,1981-07-20,07635-480,(071) 8712-6551,2020-12-16,5369,481598,419.0,sid04nB,dv69Ar,md36iI,39901.09,5296,Costa,2025-07-09 02:30:32,rid78px,bk84,8478,272479
f,salario,pix,cellphone,salario,bluescreen,Maite Camargo,274.169.038-31,1984-02-24,73706307,(011) 5634-3566,2024-08-09,4940,100969,690.0,sid13Fq,dv54bL,md90TC,37797.12,5297,Cirino Alegre,2025-10-29 21:03:43,rid83rd,bk11,5211,236849
f,pagamento,pix,cellphone,pagamento,cheeseos,Anthony Farias,436.512.807-80,1971-08-17,97415822,+55 21 7556 1903,2025-08-27,8833,730322,568.0,sid48nD,dv37pL,md12uy,9164.39,5298,Barros,2025-10-20 04:57:17,rid21eH,bk04,6705,50953
m,poupanca,pix,cellphone,salario,myos,Joaquim Viana,397.201.645-06,1986-11-20,76456-918,(031) 2441-0688,2023-12-14,7026,258936,332.0,sid78vt,dv75YW,md18lU,13268.83,5299,Albuquerque de Casa Grande,2025-02-28 17:40:49,rid99Gv,bk03,2043,398057
f,salario,pix,cellphone,pagamento,bot,Lara Campos,907.132.654-34,1989-08-27,28740-626,61 2422-3978,2024-10-17,9073,564939,519.0,sid36AA,dv09cY,md20FD,20945.41,5300,da Mata Grande,2025-06-03 23:16:02,rid71dj,bk78,1490,589741
f,corrente,pix,cellphone,pagamento,bot,Stephany Pires,530.469.728-65,1998-01-10,42491-541,84 5917 0893,2025-09-21,9223,828867,638.0,sid64AI,dv75zz,md44Ku,10802.5,5301,Melo,2025-10-22 10:15:25,rid17wN,bk73,856,341183
f,salario,pix,cellphone,pagamento,myos,Joao Pedro Souza,175.836.490-48,1976-08-09,28176-200,+55 81 1510 0358,2022-02-10,2804,985377,467.0,sid05lb,dv80RG,md04Ak,32650.32,5302,Ribeiro Paulista,2024-07-07 21:01:15,rid11hF,bk35,2855,274882
f,corrente,pix,cellphone,corrente,bot,Leonardo Lima,965.137.802-68,2007-06-17,32414-412,(051) 1043 9290,2022-07-17,2110,908185,643.0,sid03pf,dv26Sb,md04ux,143.21,5303,da Rocha,2024-03-02 07:33:34,rid76lX,bk39,5830,486414
f,salario,pix,desktop,poupanca,bot,Pietro Farias,819.340.576-57,1963-10-06,64710196,+55 11 7381-6775,2024-08-22,1013,848233,322.0,sid52wQ,dv33VV,md74AE,46806.38,5304,Monteiro,2024-12-17 16:09:03,rid72Jk,bk73,8722,807961
m,corrente,pix,desktop,salario,bot,Gustavo Goncalves,248.395.601-70,1973-01-07,13488514,+55 31 1148 1158,2024-01-24,8640,272209,355.0,sid16gM,dv72kY,md33Pt,41783.02,5305,Alves de Goias,2024-12-09 14:53:44,rid85Nt,bk14,3871,217890
f,corrente,pix,cellphone,salario,cheeseos,Sara Aparecida,063.521.974-34,1961-08-24,14164894,+55 (051) 3057 3178,2025-04-19,206,450862,487.0,sid50sb,dv25hm,md67Ve,39269.83,5306,Rocha,2025-09-12 08:56:21,rid76vv,bk39,8940,170318
